Lat,Lon,bus_id,representative_id
46.6,-68.34,361,359
46.6,-68.12,362,359
46.6,-67.9,363,359
46.82,-69.66,364,359
46.82,-69.44,365,359
46.82,-69.22,366,310
46.82,-69.0,367,359
46.82,-68.78,368,359
46.82,-68.56,369,359
46.82,-68.34,370,359
46.82,-68.12,371,359
46.82,-67.9,372,359
47.04,-69.44,373,359
47.04,-69.22,374,359
47.04,-69.0,375,359
47.04,-68.78,376,359
47.04,-68.56,377,310
47.04,-68.34,378,359
47.04,-68.12,379,359
47.04,-67.9,380,359
47.26,-69.22,381,310
47.26,-68.56,382,310
47.26,-68.34,383,359
47.26,-68.12,384,359
