index,bus_id,type,Pd,Qd,Gs,Bs,zone_id,Vm,Va,baseKV,loss_zone,Vmax,Vmin,lam_P,lam_Q,mu_Vmax,mu_Vmin,interconnect,sub_id,Lat,Lon
38,39,1,0.0,0.0,0,0.0,1,1.03967,-63.6616,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,19,44.4377,70.2147
39,40,1,4.89,0.95,0,0.0,1,1.03965,-63.6644,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,19,44.4377,70.2147
40,41,1,3.28,0.56,0,0.0,1,1.04569,-64.6782,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,20,44.0905,70.4246
41,42,1,2.58,0.19,0,0.0,1,1.04677,-64.5696,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,21,44.143,70.4718
42,43,1,1.77,0.73,0,0.0,1,1.04862,-64.3345,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,22,44.1425,70.3839
43,44,1,6.16,1.57,0,0.0,1,1.04438,-64.7837,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,23,44.0427,70.3883
44,45,1,3.08,0.41,0,0.0,1,1.04233,-65.1928,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,24,44.009,70.3499
45,46,1,3.73,1.41,0,0.0,1,1.04098,-64.5304,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,25,44.1665,70.1235
46,47,1,3.73,1.61,0,0.0,1,1.04087,-64.5078,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,26,44.1392,69.9854
47,48,1,0.0,0.0,0,39.95,1,1.04321,-63.7311,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,27,44.2722,70.2349
48,49,1,0.0,0.0,0,0.0,1,1.04952,-64.1445,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,27,44.2722,70.2349
49,50,1,3.31,0.94,0,0.0,1,1.0432,-63.7329,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,27,44.2722,70.2349
50,51,1,4.65,1.41,0,0.0,1,1.04956,-64.0935,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,28,44.2792,70.1724
51,52,1,0.0,0.0,0,0.0,1,1.01993,-58.7347,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,29,46.2679,68.8943
52,53,1,1.96,0.2,0,0.0,1,1.01992,-58.7358,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,29,46.2679,68.8943
53,54,1,0.0,0.0,0,0.0,1,1.02229,-58.8737,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,30,46.2901,69.0327
54,55,1,0.96,0.19,0,0.0,1,1.02228,-58.8742,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,30,46.2901,69.0327
55,56,1,3.23,0.43,0,0.0,1,1.04017,-59.807,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,31,46.5134,67.9299
56,57,1,5.7,0.59,0,0.0,1,1.04922,-60.2569,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,32,46.8782,67.976
57,58,1,0.0,0.0,0,0.0,1,1.04818,-60.0321,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,33,46.9917,68.0172
58,59,1,0.0,0.0,0,0.0,1,1.04893,-60.2537,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,33,46.9917,68.0172
59,60,1,5.7,3.63,0,0.0,1,1.04813,-60.0347,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,33,46.9917,68.0172
60,61,1,6.74,1.17,0,0.0,1,1.04901,-60.2677,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,34,46.8955,68.0743
61,62,1,0.92,0.54,0,0.0,1,1.03733,-57.5955,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,35,45.6987,67.9293
62,63,1,1.29,0.29,0,0.0,1,1.03606,-57.9674,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,36,45.5818,67.8406
63,64,1,0.0,0.0,0,-17.82,1,1.02835,-60.5054,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,37,47.0238,68.7954
64,65,1,0.64,0.1,0,0.0,1,1.02835,-60.5058,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,37,47.0238,68.7954
65,66,1,1.28,0.18,0,0.0,1,1.04794,-60.6626,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,38,46.9679,68.6624
66,67,1,2.02,0.65,0,0.0,1,1.04733,-60.1491,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,39,46.7217,67.8312
67,68,1,2.02,0.58,0,0.0,1,1.0492,-60.1681,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,40,46.8159,67.9343
68,69,1,0.0,0.0,0,0.0,1,1.0491,-60.1764,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,41,46.8103,67.8251
69,70,1,2.02,0.22,0,0.0,1,1.04909,-60.1776,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,41,46.8103,67.8251
70,71,1,0.0,0.0,0,0.0,1,1.05031,-60.3134,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,42,47.1612,68.6172
71,72,1,6.36,0.87,0,0.0,1,1.04958,-60.5256,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,42,47.1612,68.6172
72,73,1,0.0,0.0,0,0.0,1,1.05035,-60.3083,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,42,47.1612,68.6172
73,74,1,2.7,0.77,0,0.0,1,1.04008,-60.5933,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,43,47.2351,68.6359
74,75,1,0.0,0.0,0,0.0,1,1.04009,-60.5919,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,43,47.2351,68.6359
75,76,1,1.25,0.39,0,0.0,1,1.04365,-60.5498,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,44,47.2223,68.5069
76,77,1,5.76,1.73,0,0.0,1,1.03298,-59.6068,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,45,46.2065,67.8508
77,78,1,0.0,0.0,0,0.0,1,1.03323,-59.6331,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,46,46.1341,67.8768
78,79,1,5.76,0.61,0,0.0,1,1.03321,-59.6363,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,46,46.1341,67.8768
79,80,1,0.0,0.0,0,-37.76,1,1.02609,-58.9792,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,47,46.1827,67.8594
80,81,1,0.0,0.0,0,0.0,1,1.03309,-59.5606,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,47,46.1827,67.8594
81,82,1,5.76,0.9,0,0.0,1,1.02607,-58.9823,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,47,46.1827,67.8594
82,83,1,0.0,0.0,0,0.0,1,1.02378,-58.584,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,48,46.0481,68.2161
83,84,1,2.38,0.27,0,0.0,1,1.02377,-58.5853,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,48,46.0481,68.2161
84,85,1,0.0,0.0,0,0.0,1,1.0338,-59.5869,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,49,45.9189,68.3359
85,86,1,1.3,0.1,0,0.0,1,1.0338,-59.5877,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,49,45.9189,68.3359
86,87,1,1.5,0.31,0,0.0,1,1.04984,-60.3128,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,50,46.9742,67.8909
87,88,1,1.5,0.63,0,0.0,1,1.04992,-60.3288,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,51,47.0574,67.7927
88,89,1,1.5,0.87,0,0.0,1,1.0498,-60.3066,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,52,46.9462,67.793
89,90,1,0.0,0.0,0,0.0,1,1.05024,-60.531,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,53,47.3572,68.3545
90,91,1,1.93,0.17,0,0.0,1,1.05024,-60.5322,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,53,47.3572,68.3545
91,92,1,0.0,0.0,0,0.0,1,1.05153,-60.1532,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,54,47.2688,68.3246
92,93,1,0.0,0.0,0,0.0,1,1.04654,-60.3949,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,54,47.2688,68.3246
93,94,1,3.41,0.21,0,0.0,1,1.05152,-60.1551,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,54,47.2688,68.3246
94,95,1,2.35,0.88,0,0.0,1,1.04954,-60.532,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,55,47.3546,68.233
95,96,1,0.0,0.0,0,0.0,1,1.04856,-60.0046,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,56,46.7493,68.25
96,97,1,0.0,0.0,0,0.0,1,1.05003,-60.0998,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,56,46.7493,68.25
99,100,1,2.79,0.45,0,0.0,1,1.04854,-60.0062,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,56,46.7493,68.25
100,101,1,0.0,0.0,0,0.0,1,1.05039,-60.0298,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,57,46.6668,68.1473
101,102,1,1.66,0.35,0,0.0,1,1.05038,-60.0308,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,57,46.6668,68.1473
102,103,1,1.66,0.23,0,0.0,1,1.05062,-60.1583,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,58,46.7307,68.3261
103,104,1,2.47,0.14,0,0.0,1,1.04294,-59.8048,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,59,46.5688,67.8406
104,105,1,1.79,0.84,0,0.0,1,1.01357,-58.9406,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,60,45.5947,68.2843
105,106,1,2.09,0.32,0,0.0,1,1.03686,-59.7206,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,61,46.33,67.951
106,107,1,0.0,0.0,0,0.0,1,1.03687,-59.7195,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,61,46.33,67.951
107,108,1,1.33,0.15,0,0.0,1,1.03422,-59.6773,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,62,46.1391,68.0504
108,109,1,1.75,0.29,0,0.0,1,1.03925,-57.9608,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,63,45.825,67.9098
109,110,1,0.0,0.0,0,0.0,1,1.03926,-57.9598,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,63,45.825,67.9098
110,111,1,2.26,0.72,0,0.0,1,1.02974,-59.3752,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,64,46.1276,68.6097
111,112,1,0.69,0.36,0,0.0,1,1.04625,-60.6972,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,65,46.8598,68.8672
112,113,1,6.33,1.36,0,0.0,1,1.04389,-60.0478,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,66,46.6373,67.9218
113,114,1,6.64,2.69,0,0.0,1,1.04378,-60.088,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,67,46.6383,67.9563
114,115,1,0.0,0.0,0,0.0,1,1.04467,-60.0811,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,68,46.7015,67.9516
115,116,1,5.59,1.58,0,0.0,1,1.04464,-60.0841,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,68,46.7015,67.9516
116,117,1,1.13,0.11,0,0.0,1,1.04539,-60.4848,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,69,47.1583,68.3403
117,118,1,1.4,0.68,0,0.0,1,1.04743,-60.4519,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,70,47.2082,68.2279
118,119,1,0.0,0.0,0,0.0,1,1.04127,-60.6857,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,71,47.1408,69.1818
119,120,1,1.27,0.33,0,0.0,1,1.04126,-60.6865,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,71,47.1408,69.1818
120,121,1,0.0,0.0,0,0.0,1,1.01369,-58.5668,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,72,45.811,68.3401
121,122,1,1.94,0.75,0,0.0,1,1.01368,-58.568,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,72,45.811,68.3401
122,123,1,1.4,0.39,0,0.0,1,1.03486,-59.6734,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,73,46.2093,68.2087
123,124,1,0.0,0.0,0,0.0,1,1.03487,-59.6726,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,73,46.2093,68.2087
124,125,1,1.44,0.04,0,0.0,1,1.04805,-60.5212,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,74,47.1891,67.9831
125,126,1,0.0,0.0,0,0.0,1,1.04822,-60.5041,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,75,47.1769,68.0578
126,127,1,1.72,0.34,0,0.0,1,1.04821,-60.505,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,75,47.1769,68.0578
127,128,1,2.18,0.09,0,0.0,1,1.04865,-60.4313,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,76,47.0944,68.0736
128,129,1,2.94,0.73,0,0.0,1,1.05108,-60.2024,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,77,46.8216,68.1984
129,130,1,3.0,0.76,0,0.0,1,1.04199,-66.0315,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,78,44.0782,70.6971
130,131,1,0.0,0.0,0,0.0,1,1.03964,-64.8057,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,79,44.0348,70.7537
131,132,1,5.16,0.81,0,0.0,1,1.04217,-65.7927,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,79,44.0348,70.7537
132,133,1,0.0,0.0,0,0.0,1,1.03965,-64.7859,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,79,44.0348,70.7537
133,134,1,2.97,0.36,0,0.0,1,1.04207,-66.1308,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,80,44.0625,70.6637
134,135,1,8.77,3.83,0,0.0,1,1.04063,-65.2373,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,81,43.9609,69.9372
135,136,1,8.77,5.11,0,0.0,1,1.03983,-65.1907,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,82,43.9093,70.0083
136,137,1,8.77,3.37,0,0.0,1,1.04155,-65.2349,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,83,43.928,69.9694
137,138,1,9.08,2.9,0,0.0,1,1.04001,-65.2313,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,84,43.8874,69.9594
138,139,1,5.18,1.38,0,0.0,1,1.03822,-66.5949,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,85,43.5616,70.2744
139,140,1,5.18,1.22,0,0.0,1,1.04056,-66.3965,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,86,43.6347,70.2046
140,141,1,2.2,0.11,0,0.0,1,1.04103,-65.7756,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,87,43.9361,70.4876
141,142,1,2.2,0.32,0,0.0,1,1.04042,-65.9602,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,88,43.8899,70.4872
142,143,1,0.0,0.0,0,0.0,1,1.03981,-66.1535,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,89,43.8279,70.2734
143,144,1,3.36,0.88,0,0.0,1,1.0398,-66.1552,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,89,43.8279,70.2734
144,145,1,3.36,0.5,0,8.32,1,1.04008,-66.1121,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,90,43.8345,70.2465
145,146,1,6.93,0.7,0,0.0,1,1.04015,-66.2918,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,91,43.7254,70.2728
146,147,1,6.43,3.81,0,0.0,1,1.03959,-66.1962,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,92,43.7826,70.3009
147,148,1,9.79,4.09,0,0.0,1,1.04033,-66.3068,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,93,43.7067,70.2652
148,149,1,4.74,1.19,0,0.0,1,1.04007,-65.9086,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,94,43.8528,70.0865
149,150,1,4.6,1.37,0,0.0,1,1.04003,-65.8417,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,95,43.8569,70.1464
150,151,1,0.0,0.0,0,0.0,1,1.04069,-66.0618,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,96,43.7812,70.063
151,152,1,5.55,1.49,0,0.0,1,1.04066,-66.0648,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,96,43.7812,70.063
152,153,1,7.08,2.03,0,0.0,1,1.03671,-66.6665,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,97,43.7238,70.4998
153,154,1,0.0,0.0,0,0.0,1,1.03675,-66.6629,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,97,43.7238,70.4998
154,155,1,7.08,2.36,0,-10.83,1,1.03709,-66.2771,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,98,43.8102,70.417
155,156,1,0.0,0.0,0,0.0,1,1.03659,-66.7183,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,99,43.6855,70.4985
156,157,1,7.08,0.96,0,0.0,1,1.03656,-66.7227,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,99,43.6855,70.4985
157,158,1,7.08,1.19,0,0.0,1,1.03725,-66.5809,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,100,43.7105,70.4484
158,159,1,8.56,0.99,0,0.0,1,1.04289,-65.123,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,101,43.8433,70.3461
159,160,1,4.28,0.73,0,0.0,1,1.03973,-66.1883,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,102,43.8694,70.3761
160,161,1,2.23,0.08,0,0.0,1,1.04128,-65.2434,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,103,43.7883,69.9007
161,162,1,2.23,0.39,0,0.0,1,1.04138,-65.5167,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,104,43.8575,69.9314
162,163,1,0.0,0.0,0,0.0,1,1.0404,-66.027,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,105,43.7536,69.9695
163,164,1,2.73,0.54,0,0.0,1,1.04039,-66.0287,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,105,43.7536,69.9695
164,165,1,1.79,0.37,0,0.0,1,1.04185,-66.0455,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,106,44.05,70.8657
165,166,1,2.53,1.52,0,0.0,1,1.04245,-65.7277,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,107,44.114,70.8559
166,167,1,2.7,0.34,0,0.0,1,1.04369,-65.0462,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,108,44.1939,70.7475
167,168,1,2.19,0.96,0,0.0,1,1.04226,-66.2278,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,109,44.0087,70.6828
168,169,1,2.19,0.55,0,0.0,1,1.04277,-66.3958,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,110,43.9335,70.6507
169,170,1,3.2,0.54,0,0.0,1,1.03782,-65.6173,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,111,43.9376,70.3062
170,171,1,4.71,1.79,0,0.0,1,1.04314,-64.8314,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,112,44.069,70.2935
171,172,1,0.0,0.0,0,0.0,1,1.04317,-64.8291,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,112,44.069,70.2935
172,173,1,5.26,1.95,0,0.0,1,1.03872,-65.9414,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,113,43.8682,70.2913
173,174,1,12.74,3.06,0,0.0,1,1.0379,-66.6165,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,114,43.5804,70.234
174,175,1,0.0,0.0,0,0.0,1,1.04,-66.3119,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,115,43.6585,70.2197
175,176,1,7.45,3.59,0,0.0,1,1.03995,-66.3154,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,115,43.6585,70.2197
176,177,1,7.49,0.87,0,0.0,1,1.03892,-66.3756,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,116,43.6822,70.2284
177,178,1,7.5,0.8,0,0.0,1,1.03834,-66.6265,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,117,43.5999,70.362
178,179,1,7.5,1.71,0,0.0,1,1.03865,-66.4547,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,118,43.6282,70.2635
179,180,1,7.5,1.97,0,0.0,1,1.04008,-66.3268,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,119,43.7491,70.3692
180,181,1,0.0,0.0,0,0.88,1,1.03996,-65.2232,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,120,43.7448,70.3161
181,182,1,13.24,2.34,0,0.0,1,1.04186,-66.2426,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,120,43.7448,70.3161
182,183,1,0.0,0.0,0,0.0,1,1.04036,-65.1972,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,120,43.7448,70.3161
183,184,1,13.96,6.21,0,19.19,1,1.04129,-66.4478,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,121,43.6599,70.181
184,185,1,0.0,0.0,0,-80.62,1,1.03697,-65.1223,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,122,43.6646,70.231
185,186,1,0.0,0.0,0,0.0,1,1.03846,-66.3872,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,122,43.6646,70.231
186,187,1,13.24,1.5,0,0.0,1,1.03692,-65.1301,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,122,43.6646,70.231
187,188,1,20.69,7.45,0,0.0,1,1.03761,-66.4695,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,123,43.6636,70.2802
188,189,1,2.77,0.63,0,0.0,1,1.03941,-65.9223,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,124,43.881,70.4244
189,190,1,0.0,0.0,0,0.0,1,1.0427,-65.2232,230.0,1,1.1,0.9,63.95,0,0,0,Eastern,125,43.9239,70.4406
190,191,1,0.0,0.0,0,0.0,1,1.04146,-65.6095,115.0,1,1.1,0.9,63.95,0,0,0,Eastern,125,43.9239,70.4406
